username,num_posts,date_posted,date_experienced,rating,review_title,review_text
,,,,,,
RayAnh72,675,May-16,Jan-16,40,The place to look for emerging regional artists,"Nice of Singapore to have such a venue for exhibitions of contemporary art from local artists or artists from South East Asia. The quality of the experience varies obviously with one’s personal tastes and the specific exhibition. A number of large-scale pieces (sound-generating copper piping network, floating canopy of small luminous portraits, forest of white pipes revealing texts from various angles, etc.) were stimulating when I visited (end-January). The annex, SAM at 8Q about 200m away, seemed more experimental and did not attract many visitors, but again the building offers plenty of opportunities to showcase works by emerging artists. SAM is obviously playing its part giving a boost to emerging art in the region."
,,,,,,
StephNie3,25,May-16,May-16,40,Nice to do but not a need to do ,Still not sure how I felt about this one - there were three exhibitions on at the time of going. Definitely makes you rethink art. Some of it was incredible and different. Some rooms were a little less then desirable. Can easily waste an hour or two here so for the $10 entry I say go check it out yourself.
,,,,,,
Nadia E,152,May-16,May-16,30,Depends on the exhibition going on,"Unfortunately when I was here, there weren't any interesting exhibition going on. The uncle's work here was really honest and say that there's nothing he would recommend me to see at that time. Eventually there's was free entry that Friday afternoon when I visited here, so I think I have nothing to lose. Since I'm already there, I might as well just looking around.<br/><br/>The main building itself was quite interesting architecture, since it used to be an old church, but really the exhibition wasn't there at all. At the extension building, which is 8Q there was a quiet interesting exhibition going on, about ocean, and how young generation should preserve our ocean habitat. <br/><br/>I spent only 45 minutes wondering around 3 levels at the main building, 3 levels at the 8Q, so there's really not much going on. Maybe you can also visit another museums around if you have a lot of time.."
,,,,,,
BlueCupboard,80,May-16,Mar-16,40,Great place to spend a couple of hours,"SAM is well worth a visit, I think the Curators were in the midst of changing around a lot of the exhibitions when I visited so definitely want to go back when all the exhibits are open<br/><br/>Some exhibits were of more interest than others, as I always find in most modern art gallery's, but one to particularly note was a beautiful cascade of slides filled with blood samples of all different people in Singapore, sounds gory but was beautifully done and really quite poignant, defo one to visit a few times as and when exhibits change"
,,,,,,
JacqSV,207,May-16,Mar-16,50,A lovely way to spend the afternoon,If you love art and architecture....this is the place for you and your family and/or friends. It's a delightful way to spend a morning or evening moving in and out of rooms with amazing pieces of art from the region...including some art installations and sculptures. Some would be make interesting topics of conversation.
,,,,,,
norling66,276,Apr-16,Apr-16,40,Interesting exhibitions ,Interesting copper pipe exhibition that played music. Definitely woke up the senses. Several other interesting exhibitions giving a view into life in Singapore. Building itself was beautiful &amp; colonial. Friendly staff. Cafe and shop on the grounds.
,,,,,,
HappyTravelerAbm,53,Apr-16,Apr-16,10,"""Old and historical building""",There was no exhibits going on as they was waiting for exhibits to come. Former catholic school turned into museum. Better call and find out what exhibits there are before coming.
,,,,,,
simonasi90,88,Apr-16,Nov-15,50,Hermès for Free,"Leather Forever celebrates Hermès’ relationship with leather, the first material tamed by the house. The exhibition takes visitors on a poetic journey exploring Hermès’ love of this fine material, presenting items from Hermès’ past as well as some of its latest creations.Free Admission"
,,,,,,
Ayda_Sulianti,"1,074",Apr-16,Apr-16,50,Free entrance during renovation,"They offer very interesting of Singaporean artists works in some of the rooms, as some areas aure under working progress. Worth to see the works.<br/>They offer little class activities, which is pretty fun too."
,,,,,,
cbaricos,14,Apr-16,Apr-16,50,Great small museum,"I really enjoyed my visit here, the staff went out of their way to explain the pieces and it was located close to Clarke Quay - only a 10 Singaporean dollar taxi ride."
,,,,,,
Jainurin J,210,Mar-16,Dec-15,50,A Must For Art Lovers,"The museum typically hosts a number of exhibitions in a year, usually featuring artists from Asia and beyond. The highlight of the exhibition would the Singapore Biennale. The museums is housed in two main buildings, bothe former colonial schools. The main building is the former St. Joseph Institution. The other building on Queen Street is a short walk away."
,,,,,,
KwangGae,17,Mar-16,Mar-16,50,Inspiring stuff,Great variety of pieces and within a fairly quiet context...super!<br/>$10 each for adults. Beautiful building to showcase the artworks. <br/>Serious contemporary art lovers will enjoy this immensely.
,,,,,,
Rabi D,20,Mar-16,Mar-16,30,Change of museum name required,"I've been here before and enjoyed a range of art. However, I was disappointed this time to discover not a single painting! No oil, no watercolour, no mixed media... <br/><br/>On enquiry, I was told that the paintings had been moved to another gallery.<br/><br/>I must admit that the modern stuff was quite interesting but the name 'Singapore Art Museum' is misleading. <br/><br/>Frankly, if I'd known that there were no paintings or sculptures (except outside), I'd have gone to the new place instead!"
,,,,,,
JPDallas,"1,836",Mar-16,Mar-16,30,Not World Class!,"Special exhibits promoting local contemporary artists, and Singapore culture and history; and no permanent collection. Tried to make a good use of the landmark, but it does not work for art exhibitions. One would go through the 2 buildings in an hour. Worth stopping by if happen to be in the neighborhood, but not special art destination."
,,,,,,
Krassimira,159,Mar-16,Mar-16,40,A very interesting place!,"I joined the tour with Maureen and loved how she explained things about some of pieces in the museum, their meaning.An absolute highlight of my visit was the portrait of shampoo bottle caps of the most important man of Singapore. Very impressive!"
,,,,,,
Kym_from_Perth,509,Mar-16,Sep-15,40,Have a look if you're into modern art,"Thought provoking pieces of modern art. Wasn't expansive, but made up for it in quality. Take an hour or two to check this place out if modern art is your bag. Recommend the little cafe within the building for its cold brew coffee cocktails. Delish!"
,,,,,,
Swikaar,77,Feb-16,Feb-16,50,Free Entry on Every Friday 6PM to 9PM,"Otherwise need to pay SGD 10 per adult and SGD 5 per child Child under six free.  Dome Café &amp; 7 KICKstart, Museum Café cum shopping also possible inside Art Museum."
,,,,,,
Webster27,"1,358",Feb-16,Feb-16,40,5 Stars Exhibition - Well worth a visit,"Entry Fee: $10:00<br/><br/>Modern works in the main - photography and video.<br/><br/>Some of the exhibits in the 5 Stars exhibition were very intelligent and creative reflections on Singapore's recent history as a democracy.<br/><br/>There were some other exhibitions, small, which seemed to draw on modern medium rather than more traditional modes.<br/><br/>All up it is small but one could easily spend 11/2 hours viewing the exhibits.  A stand out was a collage made from shampoo tops portraying the artist's face - very clever!"
,,,,,,
Bryuzga,"1,442",Feb-16,Apr-15,30,Thought it was more,Despite a wonderful building and overall organization I was a bit disappointed - I expected more from the exposition.
,,,,,,
resistance,42,Feb-16,Feb-16,20,contemporary art????,thank goodness joined a guided tour. that helped explain  what we saw. still don' undertand it. a waste of money
,,,,,,
277junyic,89,Feb-16,Feb-16,40,Overall is fine,"If you are around downtown and interested in contemporary art work, you may consider SAM. The installation at the third floor is pretty cool, but it is not reachable with elevator, find the stairs to go up."
,,,,,,
Adeline L,36,Feb-16,Feb-16,40,Lovely architecture!,"Kinda in between Dhoby Ghaut and City Hall MRT stations<br/>Free entry for Singaporeans<br/><br/>Beautiful historical building (used to be the old St. Joseph's Institution / Catholic boys' school) that's been restored.  I think some areas are still in the process of being renovated/restored.<br/><br/>Exhibitions change regularly, more of the contemporary arts, so very much adult themed.  Probably would not recommend it to young kids.<br/><br/>The compound and architecture; simply gorgeous - tiles looked original to me, wooden spiral staircase, corridors, aged marble plaques with names of donors and the statue facing the entrance have been preserved.  Mesmerising to the point you can imagine what the place was like when it was still a school and the history behind it.<br/><br/>The quality of the exhibits were good, well curated with enough space that it does not feel cramped even when there are 4 or 5 people in the same room.<br/><br/>Bring along your camera and wander along the corridors, lots of photo opps!<br/><br/>I used this as an opportunity to visit the nearby National Museum of Singapore and surrounding Stamford Road, Bras Basah areas - really quite a treat.<br/><br/>Depending on the exhibits on display, and your purpose of the visit (mine was more to admire the architecture), you can spend an hour or 2 walking around.  Wasn't very crowded when I visited the place in the afternoon at 3pm.<br/><br/>I'll be back again and will be sure to do some research first so that I can better appreciate its rich history, and the role it played in shaping Singapore's education landscape.<br/><br/>Adeline Lee<br/>Visitor with a guest<br/>10 Feb 2016"
,,,,,,
cmcna12,222,Feb-16,Feb-16,40,Enjoyed a leisurely morning exploring this contemporary Museum,"Lovely cool building with large white gallery areas.  Current contemporary exhibition very interesting and a change from the norm, Not impressed with Museum shop - slightly understocked.<br/>I did not try the attached cafe."
,,,,,,
957billy,2,Jan-16,Dec-15,50,Very Interesting,"Having studied in this institution (it was a secondary school) it was nostalgic to experience walking though the corridors and rooms that were study places in its history .. and now put to good use as an Art Museum, especially befitting the architecture of the building that looks great in the daytime but especially so at night time. Must visit again!"
,,,,,,
bamboo96,82,Jan-16,Jan-16,30,the collection is too small,It was an interesting experience. The museum building is full of characters. There was a nice example of contemporary art from local artists but the collection was too small. A little disappointing at the visit.
,,,,,,
jiffy2006,466,Jan-16,Jan-16,30,Nothing special but it's early days,What a wonderful building to preserve.<br/>Friendly ticket counter. I found signage confusing to navigate the collections and the art not that fabulous to my taste. Cafe at the back very hip &amp; not really welcoming. Art shop ok.  staff helpful upstairs.
,,,,,,
vivianyeong,107,Jan-16,Aug-15,50,Intriguing,Singapore is not so much a cultural desert as people tend to view it.<br/><br/>Singapore Art Museum (SAM) displays some of the best works in the region. That's not all - it takes a very active stance in getting visitors to think about and engage with the art even without directly touching it.<br/><br/>I also love how they bring in new exhibitions every now and then - keeps me coming back all the time!
,,,,,,
hanaedgarjones,56,Jan-16,Jan-16,40,Good for the art lover and budget traveller!,"We visited on Friday nights, free entry for foreigners and were entertained for about an hour with the well curated exhibits! A lovely art museum."
,,,,,,
stpn_fz,524,Jan-16,May-15,40,Contemporary art museum.,"- The larger of two contemporary art museums, the other being 8Q SAM nearby.<br/>- Right next to Bras Basah MRT station and bus stops.<br/>- Excellent place to spend an edifying lunch hour.<br/>- Constantly updating its exhibits, expect some galleries to be closed from time to time.<br/>- Ubiquitous presence of staff sitting outside / milling around the galleries may put some visitors off.<br/>- Extended opening hours on Friday evenings.<br/>- Visit during the Night Festival (usually August), where there will be light shows on the facade, and live performances nearby."
,,,,,,
Benjamin K,66,Jan-16,Jan-16,50,A must see attraction of singapore,Singapore has traditionally Ben known as a hub of commerce.<br/><br/>It is steadily establishing itself as a curator of the arts and SAM is part of that transformation.<br/><br/>A number of galleries within the museum showcased some exceptional modern art from Singaporean artists. It is we'll worth the $10 entry fee. I highly recommend visiting SAM to anyone stoping by Singapore for more than a day.
,,,,,,
Jydeoo,"1,885",Jan-16,Jul-15,30,Nice change.,"Stopped by at this gallery on a rainy day. The works on exhibition were mostly contemporary sculptures and art forms. <br/>It was nice and different.<br/>It had 5 realistic life size images of world leaders  (four dead, one life)."
,,,,,,
mot29,407,Dec-15,Dec-15,50,Contemporary art in Singapore,Who knew there be such neat art in Singapore?  Good variety and a lot of freedom of expression. 'Time of Others' bringing together art from several Asian museums is a very interesting show.<br/>Great reuse of an old school.
,,,,,,
parmarpritish,373,Dec-15,Feb-15,10,Not my cup of tea,"If you are art lover, you may like it. But if you cannot figure out head and tail of Art like me, do not even dare to enter this. I wasted 20 SGD for 2 persons. Coincidentally there was a free walk guide in English, but my bad luck that I did not like it. Came out in middle of the tour."
,,,,,,
Colleen P,88,Dec-15,Nov-15,40,Contemporary art Museum,The Singapore Art Museum (SAM) showcases contemporary work in the lovely old building.  We were fortunate to see 5 Stars which salutes Singapore's Golden Jubilee.
,,,,,,
Terence_20038,46,Dec-15,Nov-15,30,Friendly staff,"The staff are friendly. They offered directions and their recommended route. However, the art is too abstract for me."
,,,,,,
NGHC,229,Nov-15,Nov-15,40,Well Organized Contemporary Art Museum,"Great museum. Well organized exhibition. Today this museum change its name to be Contemporary Art In Southeast Asia, hence we cant see its old paintings collections. The collections have been relocated to National Gallery of Singapore which will be open shortly. However, if you are fancy of contemporary art, this is the place to visit."
,,,,,,
chocomaro,109,Nov-15,Sep-15,40,"Beautiful building, unique artworks.","We found this place quite by accident and you wouldn't think it was an Art Museum by just looking at the building. While the art exhibitions at the time were not to our tastes (too abstract and contemporary), it was nice to just explore the building, which had different wings and sections leading off everywhere, so there was heaps to explore and look at."
,,,,,,
David nJacquie O,439,Nov-15,Sep-15,50,Good Regional displays from SE Asia,Some very interesting permanent exhibitions and some even more evocative temporary exhibitions from artists using multi media from the SE Asian region.  Well worth the 2 -3 hours required to explore the main museum - if time permits you can go the annex across the side road.  Cafe located at the main site offers a variety of good which is well cooked and presented as is virtually always the case in Singapore.
,,,,,,
SailBreeze International,317,Nov-15,Nov-15,50,Formerly a Great School in Singapore,"This was formerly St Joseph's Institution in Singapore, run by the De La Salle Brothers. It has now been converted into a museam."
,,,,,,
CathyfromFW,74,Oct-15,Oct-15,30,Take the Docent Tour,"This is a very small museum which probably wouldn't have been worth the entry fee if it hadn't been for the docent tour. She did an excellent job in providing history and depth to the various pieces. Never fear, a new national art museum is opening in November!"
,,,,,,
SHAILESH1967,197,Oct-15,May-15,40,Cool art,"Very well located, its cool art. All the exhibits rooms are well planned and the lighting effect is marvellous. Care is taken to explain in the language desired. There is more for children too in the adjacent building. Special fun was the UV ray exhibits and the cycling ones."
,,,,,,
llcoolestj,2,Oct-15,Oct-15,50,brilliant,"we had a great trip, which on the day we visited turned out to be one of the free days and there was a guided walk through the exhibits in English just starting after we arrived. It turned out we were the only people on the guide so was great to ask questions"
,,,,,,
Bad_Seed4,497,Oct-15,Oct-15,50,What a gem,I read a review about this in a local newspaper and decided to check it out -it was terrific -a highly eclectic range of exhibits in an older style building that twists and turns but is all part of the charm. Definitely worth seeing. Recommended!
,,,,,,
bogdanvv,462,Oct-15,Oct-15,50,Good contemporary art museum,"Going beyond the nice building and the other facilities of the museum, of course your experience will depend upon what is on display when you visit it, so check in advance; we were quite lucky to have four choices, so we went for one show in a nearby building with ""President awards"", and another one ""Utopia"" in the main; both revealed several great works and some not too much on our taste, as it is normal for path seeking that contemporary art is; for an European the local art can look ""too engaged"", politically and historically speaking, with resentments against the colonial past of the region, a little bit odd today in the wealthy place that Singapore has become :)"
,,,,,,
geromam,963,Oct-15,Oct-15,40,Worth the Visit Even if Just for Architecture-Art is a Bonus,"What a beautiful colonial building has been chosen to house the contemporary art of this museum! Entrance is S$10, which I thought was ok. I like to start at the top and work down. As usual the art and installations are challenging. Especially one set up in the old chapel (the building used to be a catholic school in another life). I enjoyed the local school children's efforts and thought their teachers did a great job with them. Depending when you choose to go, what is available will change, but you can't but not be captivated by the beautiful architecture of the building. If only it could talk!"
,,,,,,
ChrisBeal,19,Oct-15,Sep-15,20,Singapore Art Museum,"We visited this art museum on a Friday Evening when entry is free. We are glad we did not pay to go in. <br/>We try to visit art galleries wherever we stay and have an interest in a wide variety of art. There is very little to commend this gallery. There are just 2 floors with small galleries on either side of a central staircase. The content was contemporary and local and verged on the peculiar - one room was devoted to video art with one wall having multiple scenes depicting the façade of local social housing blocks, where just three sections had any movement, consisting of two neighbours hanging laundry? over their respective balconies. I watched for 2 - 3 minutes but nothing else transpired. <br/>Unfortunately, much of the rest held little interest for me and I can barely recall anything more!<br/>Perhaps we were unlucky to visit when this particular set of works was being exhibited. The building itself is interesting and very easy to get to, just beyond the southern end of Orchard Road in the Colonial District and close to other museums. A visit will take well under an hour."
,,,,,,
Pak Soon L,786,Oct-15,Oct-15,40,Great Art Museum,"Wow, we were very impressed by this art museum. It has reached international standard. We like the explanatory notes that accompany the art exhibits - helped us to appreciate the artwork. Well done."
,,,,,,
YubaPrincess,662,Oct-15,Oct-15,30,Modern art museum in Singapore,"The current exhibitions of modern art are thought-provoking so I recommend the guided tours (11am and 2pm weekdays) in order to appreciate the installations more deeply. The art spaces are cold so a shawl comes in handy. There is an Italian restaurant and a cafe within the museum building for those who would like to break their trip with a meal (as several exhibitions are on-going). As it is right outside the Bras Basah MRT station, the SAM is very accessible. Free entrance to Singaporean citizens and Permanent Residents; free to all visitors during public holidays."
,,,,,,
Steve Z,50,Oct-15,Oct-15,20,Not much to see.,"A bit of a disappointment. Not much quality. $10 can be better spent. There is a time where it is free for about 3 hours on Fridays I believe. If you must go, go then."
,,,,,,
MrsWaterhouse,264,Oct-15,Sep-15,50,What a wonderful surprise,"This is a terrific gallery, well worth the S$10 ticket price. Mths exhibitions were really interesting, fun and different.  Best of all, the art gallery attendants gave helpful explanations about each of the works of art.  If you like art, add this to your list of things to see in Singapore."
,,,,,,
Chris L,115,Oct-15,Oct-15,50,The strength of Singapore,"On three levels five exhibitions (Peace, Justice, Equality, Democracy and Progress) capture the strength of Singapore from creating awareness on how intertwined we are too what I found to be the most awakening; every point of view."
,,,,,,
J0hannaA,212,Oct-15,Sep-15,10,I feel ripped off...,We came on a day that exhibitions were being installed so most galleries were closed. I wish they told us that when we bought the ticket. Waste of time and money. Make sure you ask what exhibitions are open before buying a ticket.
,,,,,,
tingerc,65,Oct-15,Apr-15,40,Museum Tour,"It's definitely worth to join the museum tour. They gave very detailed introduction of the art collection and the exhibition. They provide both English and Chinese version. <br/><br/>It's a pity that not so many people attend the tour. It's really a good place! <br/><br/>BTW, you can buy cute magnets with SG features here."
,,,,,,
BlueWind22,23,Sep-15,Jul-15,50,Good place to go for art-lover,"It is one of most beautiful museum i used to visit. Luckily, my singaporean friend took me there during the 50th birthday of Singapore, i had good expericened because they exhibited special display about stories of Singapore. The museum used to be a big church . there is also good reason to visit because of its beautiful architecture. I was so in love with it. If you check on website, they displayed some lightings for special occasion too."
,,,,,,
JackieXian,435,Sep-15,Sep-15,40,Beautiful Building,"The building of the museum is very nice.  Currently, the major is morden art.  We saw the name of Wu Guan Zhong at the museum menu but it has been closed.  Too bad."
,,,,,,
lin4197,240,Sep-15,Sep-15,50,Amazing Experience,"This is the best art museum I have ever visited! The ambience was superb, calm, peaceful and so soothing to the spirit. The staff were discreetly and quietly helpful and so well informed when asked questions. There are permanent exhibitions and temporary ones. A current temporary one is 'After Utopia'. This exhibition is amazing - it takes you through the evolution of utopia and how it is something we continue to strive for yest, it suggests, will never be achieved. I, personally, found this exhibition informative, intellectually challenging and it generated a sense of sadness about how we are today - we seem to have retained the self-orientation needed when human kind first walked the earth. It really touched me deeply about how we are behaving towards the refugee situation. The exhibition is on until 18 October 2015. If you care about the greater good, or maybe more so if not, this exhibition is a must. We took about 3 hours to view the exhibition, the time just flew by. Just writing about it now has been an emotional experience, it really did touch my spirit.<br/><br/>The museum is open 1000 - 1800 Monday to Thursday, 1000 - 1900 and free admission operates on a Friday 1000 - 2100.<br/><br/>We went as a family with our adult son and his partner so opted for category 'couples', however it is suitable for all and on its website you can access question sheets and helpfully the site also gives access to 'suggested answers' , so really helpful if you want to optimise the educational aspect of a visit."
,,,,,,
ChongCY,297,Sep-15,Sep-15,40,Worth a visit,"Interesting art collection of asian artists including a huge ball pulled tirshaw-like by a cambodian artist, discoish bombs hanging from the ceillung, 366 wooden scultures, scenes of singapore hdb blocks. Free for singaporeans and permanent residents. <br/>For meals, can walk to food republic which is a food court, slightly further from starbucks."
,,,,,,
jackier1901,214,Sep-15,Sep-15,50,Loved it,I loved this and it's neighbour art museum. It had so many cool art installations that everyone will  find something they enjoyed. <br/>The Chapel was very moving and emotive. Throughly recommend.
,,,,,,
asg182015,35,Sep-15,May-15,30,Good one ,"If you try something different you can check this one.. <br/>Theres many art work in there, if you travel singapore and bring children its so many things that child can doing for art."
,,,,,,
Hooray H,"1,820",Aug-15,Jul-15,30,Beautiful Building,"Well worth having a look at the restored building &amp; a coffee &amp; a loo at the shop.<br/>Inside, it was the usual freezing cold ambiance &amp; that was not just the temperature- nothing to see!<br/>When a people has spent most of one generation trying to wipe out the old for new, of course there is nothing to see.<br/>Same happens in most developing nations. Shame."
,,,,,,
Gretton,191,Aug-15,Aug-15,40,A little bizarre !,Well laid out loved the chapel very effective .the museum seems well set out with clear sgins. My daughter who is more arty than me enjoyed photographing everything . The museum was buzzing with sweet nursery children who were loving it
,,,,,,
MrDavetheSarks,"17,202",Aug-15,Aug-15,40,A contemporary art museum,"I wasn't sure what to expect when I stepped in here (not so much to shelter from the rain, even though it was raining, because I had every intention of coming here) but it turned out to be an exhibition of modern Asian art. Actually, when I was here they had a single exhibition called 'After Utopia' that took up four galleries, and I must admit that it was pretty cool (and there were some awesome art works to go with it). One really cool thing that I saw was this jet plane that looked like it came straight out of some science-fiction movie, which meant I spent about five minutes admiring it (and taking photos of it as well). The other thing I loved was this security guard – he was an absolute hoot. Mind you, their lockers don't take the new $1.00 coins, but fortunately you can get change at the front desk."
,,,,,,
Tom M,303,Aug-15,Sep-14,20,"Good art, just not very much of it","A French friend of mine long resident in Singapore bemoaned the lack of quality Western art here. It's true, there are only a small number of pieces, and Singapore is a bit off the beaten track travelled by most visiting high-end exhibitions. It's just an uncomfortable truth that while western colonialists plundered huge quantities of Asian and African art to display at in great galleries at home, for historic reasons, public collections of western art in Asia are small and unremarkable. And this one is no different."
,,,,,,
Travelove58,"9,510",Aug-15,Aug-15,30,Historic building worth a visit.....,"As the name implies, this is a museum related to arts. For someone who has interests in art, this would be an interesting place to visit, with regular international Events &amp; Exhibitions. But you would probably not come here if arts is not your cup of tea. <br/><br/>One very interesting fact but probably unknown to most is the history of this building where SAM now sits. <br/><br/>It was actually an old Catholic school called St Joseph's Instituition(SJI). I think this building was built in the late 1800s. SJI has since moved elsewhere years ago to make way for SAM.<br/><br/>You can see the original external beautiful historic structure of this building, &amp; the internal structural design are not of this modern age( although modernly renovated).<br/><br/>Entrance fee is low. Certainly a small price to pay just to experience this place even if arts is not your priority."
,,,,,,
Mike B,165,Aug-15,Aug-15,40,A cool oasis of modern art,"The SAM is in an old church building that has been extensively (but carefully) renovated to support modern art. Access is free to Singaporeans and there are discounts for some (older persons, young children etc) although at the time I was there it was the start of the Singapore 50 year celebration so it was free to all. <br/><br/>There is a minibus that runs at set points between the SAM and other museums.<br/><br/>The museum has a changing selection of artwork; including (at the time) contributions from local students. <br/><br/>This makes for a vibrant pleasant 2-3 hour visit. <br/><br/>Try the DOME coffee shop (just outside on the right hand end of the building) ."
,,,,,,
Elvishsew,83,Aug-15,Apr-15,10,Ticket Doesn't value for money ,Attracted by the banner and expecting creativity of many art piece. Ticket is expensive and nothing to impress and kind of confusing. It's a art centre rather than a museum.<br/>Maybe a good spot for family with kids.
,,,,,,
KGB777,"38,102",Aug-15,Aug-15,30,Back for more,"Came here today for another visit. All new exhibits since we last visited so that was good, but still some fairly unusual stuff. Very crowded as it was free for everyone (not just citizens and PRs) due to SG50 celebrations."
,,,,,,
36mim85,33,Aug-15,Aug-15,30,Limited but quality contemporary art exhibits,"Contemporary art exhibits in a beautiful colonial building.When we visited in early August many rooms were closed, but the exhibits were interesting and a couple were interactive  eg Dreamcatchers (by children living with chronic illness) which was inspiring, and another reflecting on home life in Singapore. When I visited the gallery in the past there was a lot more to see, hopefully there will be more in the future, if not here then in the Singapore National Gallery, opening in Nov 2015."
,,,,,,
alyssassi,5,Aug-15,Aug-15,40,PAY A VISIT,"Not educated in art at all but this captivated me! Definitely a must visit if you're in Singapore.<br/><br/>They also have an interactive exhibit, where you could play with huggable things or enjoy yourself on the doodle area! You just find your way there.<br/><br/>Also, there's a photobooth in the area so that's also recommendable."
,,,,,,
JoyfulG,93,Jul-15,Jul-15,50,Don't miss this place.,We always visit here when in Singapore and we are never disappointed. Free admission right now too. Exhibits always give me plenty to think about. Love this place.
,,,,,,
PeteGLondon,98,Jul-15,Jul-15,40,excellent exhibition,"At the time of our visit, there was an excellent exhibition on called 'After Utopia' featuring contemporary Asian artists. The work was really exciting and we particularly liked a huge sculpture made out of motorcycle exhaust pipes. The Learning Gallery also contained some fascinating work - in particular, a compelling video instillation by Sarah Choo Jing. <br/><br/>Also, the cafe was very pleasant."
,,,,,,
henrivantilburg,286,Jul-15,Jul-15,40,nice exhibition. Tip: at the moment it is free entrance,"If you are into modern art pay this museum a visit. At the moment there is a very nice exhibition about: communism, paradise, peace, ideals, war. Because they are working at a new exhibtion only part of the museum is open. That is why you don't pay entrance at the moment. Otherwise you can also get inside for free on Fridays."
,,,,,,
taipo06,14,Jul-15,Apr-15,50,A must visit on any Singapore stop over,"I have been going to the museum for nearly 20 years on stop overs to and from NZ and have always found items in the exhibits that are visually pleasing, challenging, thought provoking or just plain amazing. <br/><br/>Art can be pleasing sometimes awful or even revolting but that is what art does and should do.<br/><br/>The building is architecturally pleasing, fully air conditioned, entrance is free and the Cafe is OK - I struggle to understand why it is not rated higher on this web site."
,,,,,,
Morgan S,6,Jul-15,Jul-15,20,Just ok,"I accidentally bought a ticket for this because I thought it was the national museum. Call me uncultured but I didn't get the point of anything in here, but there was a cool spaceship type thing. I guess if you like art this would be ok. They also have another building across the road you can go to with the same ticket."
,,,,,,
happycamper78London,45,Jul-15,Jul-15,30,Interesting building,"Saw Utopia here and despite there being a few pieces of interest, I was not particularly enamoured by the exhibition.  Pleased to have seen the building and been there though."
,,,,,,
Trishc22,234,Jul-15,Jul-15,50,Go for a look at beautiful building!,"Wow what a lovely surprise this building was.<br/>Obviously an old convent,so beautifully preserved.<br/>The exhibitions vary all the time.Most are very interesting.<br/>They also have an in resident artist shop,which has some lovely gifts.<br/>Unfortunately they were low on stock for many items,so it saved my budget."
,,,,,,
Gill M,171,Jul-15,Jul-15,40,Interesting installations,The museum is in an sprawling old colonial building. The layout is a bit confusing inside. All the exhibits I saw were contemporary and from SE Asia. The Beyond Utopia exhibition is thought provoking including the installation in the chapel.
,,,,,,
Snob_Belly,377,Jul-15,Jul-15,40,Nice experience!,"It's a pleasant experience and would definitely recommend to both tourists and locals. The building itself is historic and there is a good range of media available. For S$10, you can spend at least half a day in that museum and it's worth it. Try visiting SAM @ Q8 and try the old school photo booth which at S$2 gives you a B&amp;W and Colored photos of your four shots."
,,,,,,
FerrisXL,309,Jul-15,Jul-15,30,Visit only if you have already seen all other museums,"Our recent visit to SAM was a little disappointing in comparison to our experience in Singapore's other major museums. While the building itself is nice, the content of the museum is quite meager. There was no permanent collection while we visited- so don't expect anything like a modern art museum.We took a free tour of the current exhibition and it was (only) the tour guide made our visit worthwhile really. Without guide, it would have been much less interesting."
,,,,,,
Nathalie E,499,Jul-15,Aug-14,40,Stupendous Singapore,A great find. Wasn't intending to do much on this brief visit to Singapore but glad we did. Some terrific art and good exhibitions. Worth a look.
,,,,,,
Levelheaded77,19,Jul-15,Jul-15,40,Fantastic escape from the commercialism of Singapore,This is a great little museum and a welcome escape from the commercialism and heat of Singapore. The After Utopia special exhibition had some wicked modern pieces from across Asia. End the trip with a delicious coffee from 7 Kick Start Coffee next door.
,,,,,,
Lawriesj,573,Jul-15,Jul-15,50,Amazing Tour Guide,"I don't know anything about Art but thought I would try something new and I'm so glad I did.  <br/>The entrance fee $10.  <br/><br/>I arrived at 2pm and the helpful staff explained that a free English tour was away to straight.<br/><br/>I'm so glad I took part in the tour.  The American tour guide was helpful, friendly and explained everything clearly and it wasn't boring at all.  <br/><br/>I certainly recommend it."
,,,,,,
Namira Jamil,13,Jul-15,Jul-15,40,Interesting ,"I have never like art since i find it complicated but ever since my friends brought me here, it just opens up my eyes that art was something someone can express themselves. Their feelings or emotions. Singapore Art Museum has many interesting display that some i find it weird,scary,cool or unexplainable. This is a great place to go if someone has passion in art or non-passionate like me."
,,,,,,
Stankur,41,Jul-15,May-15,40,Singapore Art Museum Worth A Visit,"The Singapore Art Museum, very close to a Metro exit, features a number of interesting ""modern art"" type exhibitions by local artists.  The colonial style building is interesting by itself.  We had lunch at one of the Museum's two restaurants - very nice menu, prompt service, and reasonable prices.  The National Museum Of Singapore is about two blocks away"
,,,,,,
Comparisons,108,Jul-15,Jul-15,50,Excellent outing with grandkids,Very interesting program organised for children covering a variety of entertaining and educational topics.  Well presented with helpful staff.  Reasonably priced as well.  A good couple of hours and time well spent.
,,,,,,
WoooWho,"2,200",Jun-15,Jul-15,40,Nice museum to visit,"This museum is located between Dhoby Ghaut and City Hall MRT Station. It's also near CHIJMES.<br/><br/>Formerly a school building, it is now restored to its former glory and now houses a museum.<br/><br/>The museum changes their exhibits regularly with several exhibitions going on at a time.<br/><br/>There are also a cafe and restaurant he where you can have a coffee it sit down meal."
,,,,,,
John S,780,Jun-15,Mar-15,30,Some interesting and unusual modern art exhibits,A wide variety of modern art on display in this large and slightly confusing building.  Plenty of installations showing off interesting thinking and concepts.
,,,,,,
