username,num_posts,date_posted,date_experienced,rating,review_title,review_text 
suesalford,361,Jan 2017,January 2017,40,Thoroughly enjoyable and really informative,"We found this to be one of the most interesting museums we have visited because it really challenged our western centric view of history and the development of civilisation. A fascinating description of the many different cultures in the region especially the development of Indonesian cultures. With many artefacts and themed areas, you can spend a considerable period of time here if you like gathering lots of knowledge. Like the other Singapore museums, we found the staff accessible and helpful. The museum has all the facilities you would expect and is housed in an impressive old colonial building."
Aethelred,832,Jan 2017,January 2017,50,Excellent Asiatica museum,"with its own, Singaporean perspective - and contrary to some reviews here, I find it exceptionally well-curated.  The displays are also aesthetically thought through without being self-important (as in the MAK in Vienna, say); I think it compares well with the East and Southeast Asian divisions in the V&amp;A in London and - if smaller - with the Guimet in Paris.  It is not comprehensive, nor meant to be, but many of the pieces are of very high quality, such as Chinese porcelain and the excellent (if biased) display on Imperial Chinese scholar-poet-bureaucrats.  The shop is disappointing.  Altogether a nice, very pleasant experience."
Janet R,128,Jan 2017,January 2017,50,Unique,This museum has an interesting collection of artifacts from SIngapore. The ancient pottery was  intesesting.
berenicewatersm,161,Jan 2017,January 2017,50,beautiful building with a cafeteria and a great museum collection,Lovely collection and a great exhibition on a shipwerck which had goods from around the world from the Asian trade route <br/>Free on public holidays. Nice cafeteria with a wide selection of very good portions Asian dishes with river view.
2torontotraveller,"1,957",Jan 2017,January 2017,50,Another Great Museum,"I went to this museum as it is a short walk from the famous Singapore Sea Lion Fountain.  It is in a beautiful building that has been restored and adapted for this museum.  Since we had the Singapore Tourist Card we were able to see the permanent collections for $6 SGD instead of $23 SGD.  <br/><br/>We spent about 3 hours in the museum.  It specializes in the material history of some of the ethnic groups that live in Singapore.  Namely SE, South and West Asia as well as China.  The exhibits on the Tang shipwreck and Trade were very well done.  I also enjoyed the Chinese ceramics on the 3rd floor.<br/><br/>The museum also has a cafeteria if you wish to get a snack or a light lunch."
Mareuil81,41,Jan 2017,January 2017,50,Dont miss the Changsha bowls,The Asian Civilisations Museum was a highlight of our stay in Singapore. The museum is superbly laid out in an impressive building. The Changsha bowls alone were worth the visit and the way they are displayed is impressive. Also definitely try a guided tour - the volunteers who take these are well read and enthusiastic and add to the enjoyment particularly if you are short of time.
ChrissyLew,17,Jan 2017,January 2017,20,Diappointing given the rave reviews (and price),"There some interesting pieces on display, but I don't think the rooms are particularly well-curated and given its reputation the collection is quite small. As mentioned in other reviews signage is not good and I did have to retrace my steps a few times. At S$23 for non-residents is very expensive for what's on offer. I have seen better Asian sections to museums in Europe."
two5kid,309,Jan 2017,October 2016,40,Nice Museum,"There are permanent and temporary exhibitions at this museum which might sometimes require the visitor to pay more, but I would say, go for it. The museum isn't that big but it packs itself with the items on display. We were there when there was a display of a Ming Dynasty ship and the porcelain wares found on the sunken ship. They displayed each and every porcelain in a wave like pattern. That takes time and effort."
wickedpinni,418,Jan 2017,January 2017,50,Lovely ,The display was various. Loved the contemporary pieces on the top level outside. The detail behind the work was very moving. The artifacts were both beautiful and amazing.
Ronald W,95,Jan 2017,January 2017,40,"Empress resturant at the museum, good for museum resturant",Invited to a party at the empress resturant at the museum and was pleasantly surprised at the food and wine selections. The location is a gorgeous waterfront venue in the museum. The staff were very attentive and the food better than your average museum resturant. Was a worthwhile and enjoyable experience
Astghik M,10,Jan 2017,December 2016,50,Very interesting,"Very interesting museum with permanent and temporary exhibitions. When we visited it, someone approached us and offered free guidance, which was very informative, helpful and interesting. Definitely worth visiting."
keentraveller27,382,Jan 2017,December 2016,40,Interesting and worthy,"This museum is very centrally located just opposite the canal and opposite the famous Fullerton Hotel. The tour starts with the Tang Ship wreck gallery and a map of all the ceramic kilns along China coast found in Singapore.Gives an indication of trade routes. It has broad layouts on the ground, first and second floor. The directions are very poor so sometimes one goes through the entry and exit and sees the same gallery twice. The galleries include Ceramics from China, Ancient treasures from Myanmar,grain of rice and other interesting artifacts from ancient India. Definitely worth a visit for the exhibits."
flowerpower_9,148,Jan 2017,December 2016,50,Good if Singapore is your only stop in Asia,"An overview of Asian civilisations. Free when we visited, would have paid for it though. <br/>After walking around the air conditioned rooms you can sit in or outside at the cafe. <br/>Shop for souvenirs too"
Globe Trotter,125,Jan 2017,January 2017,30,Was disappointed...,"I was really looking forward to this museum, but have to say that it was probably the worst Asian museum I have seen. Many countries outside of Asia have better Asian museums than this! Not sure why the rating is so high... must have been the first Asian museum that they have seen."
c3dr0n,1,Jan 2017,January 2017,30,Disappointing,"Having read about the great collections at the ACM and having a great interest in art, societies and Asia, this museum was actually one of the main reasons why I decided to visit Singapore on a recent trip to the region. Unfortunately, I found it quite disappointing. <br/><br/>The pieces on display are indeed interesting. However, as others have already mentioned before, the rooms are not particularly well-curated, the size of the accessible collection is rather small for its reputation (maybe the museum is still being renovated?) and signage within the museum is not very clear: I got lost a few times and did't know whether I had already seen everything or whether I was still at the beginning of the visit.<br/><br/>Given the quality and the size of the exhibition, the entrance fee of S$23 for non-residents is ridiculously overpriced."
Arkaan,6,Jan 2017,September 2016,40,Zip through or go at easy Pace - Great place to go with Kids,"As the name suggests, all Asia countries history and heritage covered here. From old rare coins of the various Empires and Dynasties to weapons &amp; attire samples all here. For the entry fee it seriously is nice &amp; cool place to go on a hot sunny lazy afternoon.<br/>Super educational and as an adult just reminds me of all the history textbooks I read in high school."
Professional-Pilgrim,"1,385",Jan 2017,January 2017,50,Another amazing Singaporean museum,This is yet another world-class museum in this amazing city. Fantastic exhibits; each one better than the last. Especially the Tang shipwreck. Detailed brochures available for each gallery.
Yammy_12,136,Jan 2017,November 2016,50,A great piece of Architecture,"This museum has found itself a fitting home in this beautiful colonial era building. Perfectly renovated in the inside and well preserved on the outside, the museum exhibitions are very interesting and informative. Absolutely perfect way to spend a hot humid afternoon in Singapore. Keep about a good hour or two depending on the exhibition at the time."
Adrian010613,16,Jan 2017,June 2016,50,Amazing Old and Modern Structures,A very nice place if you want to have a historical background pf Singapore. The structures are very impressive with both old and modern design combined. There is a Big park nearby which is very refreshing for tourist.
Steph S,7,Jan 2017,January 2017,30,Worth a visit,"Good place to spend some time when too hot or raining in Singapore. Good for those interested in Asian history. Very quiet, appeals to most."
shri5,344,Jan 2017,December 2016,40,Nice multi-cultural cultural attraction,"This museum mirrors the civilizations of different peoples who have made Singapore their home. So there are more than 1000 artifacts from West Asia, South East Asia and China"
realessence,264,Jan 2017,January 2017,30,Traditional museum,"It's a good museum located inside a beautiful historical building. However, the display style is a little too traditional and not so much interactive. I guess, adults who are interested in Asian history would probably enjoy this place more than younger people."
damienlee112,20,Jan 2017,July 2016,50,great place to hang out,had a few hours to kill and this was one of the best impromptu choices we made.. it was not too pricey for the entrance fee.. but we gain a lot and we got a little more cultured a long the way.. great place..
Winfried T,53,Jan 2017,February 2016,50,Really great museum and still improving ,This museum is already because of the coverage of many Asian civilisations highly fascinating! But they are working on a modernisation of their whole concept and the part that was already finished was extremely well done and appropriate for all!
Peter R,779,Jan 2017,January 2017,40,Lovely museum that's a work in progress,"The ACM, housed in a beautiful, historic building on the river, is a wonderful venue that provides a plenary and relaxing museum experience.  Particularly noteworthy is the superb display of pieces from the Tang shipwreck, a world class synoptic installation of objects that gives the viewer insight into the extensive trade routes of the 9th century. It's truly breathtaking.  <br/><br/>Other galleries are less inspired.  Some offer a motley array of pieces of varied quality.  Masterpieces are jumbled up with mediocre works which speak to a lack of proper curatorial editing.  Space is also employed in a rather odd way and lighting too could use some help.  Coherence and flow, both aesthetic and intellectual, are hallmarks of a great museum.  The ACM is well on its way, but needs a more solid and cogent vision of just what it's trying to be, both with respect to exhibitions and the permanent collection. <br/><br/>The restaurant is very good and offers a delightful oasis for pleasurable eating.  Service there is also excellent."
Rosie B,155,Jan 2017,December 2016,50,Fantastic museum,"Lovely building, fantastic items, great historical detail &amp; a lovely restaurant where we had a tea break during our visit and dinner at the end. Well worthy of your time."
glencove1,101,Jan 2017,December 2016,50,Wonderful hotel right across from Fullerton Hotel,"I went there twice. They have Tang Dynasty horses and soldiers and quite a bit of amazing pottery. They let me take photographs, which I appreciated. Terrific catalogs."
Flint_piggy,209,Dec 2016,December 2016,40,Free admission,"Had a pleasant surprise, when I went to the museum, for the month of December admission is free !! It is really a museum which gives you a small overview of some Asian cultures. Worth taking a look, you'll need about 1 to 1 1/2 hours, so it's not too wearing. Could do with some interactive exhibits."
StanleyFoo,713,Dec 2016,December 2016,40,Nice museum,"Nice musuem, very education with very good exhibits. Constantly constantly changing the exhibits thus you can visit this museum very often.."
Nigel G,"6,472",Dec 2016,December 2016,50,Impressive Museum ,"Visited this museum yesterday. It is especially worth while visiting in December as there is no entrance charge levied.<br/><br/>In addition to the permanent collection, there was one exhibition on Burma, and another on Maritime ports. <br/><br/>Starting on the ground floor, is a large collection of artefacts recovered from a vessel that sank of Java. It was discovered by fisherman in 1998. Much of the cargo is pottery, and while significant, is a little mundane to look at given the similarity of all the pieces. He just the end of the newly painted and that is obvious. There are more exciting works in the form of gold and silver, and the blue and white porcelain that has been recovered. It is thought that this was an Arab ship that was sailing from China to the Middle East. In the same room on the back wall are some very nice oil paintings of early Singapore and Macau and Guangzhou. <br/><br/>The trade routes are depicted in the next room and the opening of trade by sea in the Tang Dynasty. Many interesting artefacts on display. <br/><br/>There is a small display of Peranakan ceramics which are very colourful. A pair of gold bowls from around 830AD are probably the highlight of the display. Other works in silver are included.<br/><br/>The Burmese Exhibition has numerous works of art related to religion and culture. Divided by the Pegan and Rangoon eras. Nice pictures of the many pagodas.<br/><br/>Ports Exhibition is interesting and has many artefacts - my favourite being a diamond and gemstone Speer from India. Clothing, textiles and art are included. There is a section on Eurasian growth also.<br/><br/>A room is designated to Islamic art which is very interesting. <br/><br/>A nice museum to visit - about 3 to 4 hours is what it took me to go around - then a coffee stop before leaving.<br/><br/>If it's raining heavily getting to the entrance can be an issue. Nearest taxi drop off point is the Fullerton Hotel and a two minute walk across Cavanagh Bridge. At the of the bridge look right and you see the Dalhousie Obelisk and the steel balls - great for photography. Free wifi inside the museum. Short printed guides are available for each of the exhibitions as well as a handbook available at the museum shop.<br/><br/>A great afternoon!!!"
Paul A,453,Dec 2016,December 2016,40,Worth a visit,This is your chance to see and readup on asian history and see how it fits into this area. There is a lot to see and at the moment there is an expeition on a ship wreak and some of what it caotained.
SUSAN L,38,Dec 2016,December 2016,50,The place of history,"This is a place full of history. I am impressed by the guides who gave guided the tours of the sunkened china ceramics. Yes, surprised that I can even catch up on Chinese history into Singapore. There are also wide coverage of Singapore history and civilization around us. A recommended journey into the past ."
Capta1n57,332,Dec 2016,December 2016,50,Compulsory Visit.,"This is a lovely Museum. Even lovelier in December,when all exhibits were free!! Immaculately kept and alongside the river. It really is a nice place to see,and learn something along the way"
prufrock2,69,Dec 2016,January 2016,50,A Tour of Asian Multiculturality,"I have been three times to this Museum, while visiting my son who lives in Singapore, and spent a few hours there each time. I hope to go back one day. It has a wealth of well displayed items  converging as a powerful exhibition of the multicultural society that Singapore is. Size is not overwhelming, location is excellent and I can testify that temporary exhibitions of excellent quality are periodically waiting the visitors."
Slaw66,314,Dec 2016,December 2016,40,Worth a visit,We found the ancient exhibits from Myanmar very Interesting and enlightening. It's an eye-opener to a country rich in history and culture. The other Asian sections are just as intriguing. ACM is definitely worth a visit while in Singapore. Staff of ACM is friendly and helpful from the ticketing counter to the floors.
LolaGo1,"5,683",Dec 2016,December 2016,50,FREE entrance fee in December!,"I was looking for the Merlion Park when I came across this museum. Entrance is FREE in December when I visited it.<br/><br/>There are 3 floors of exhibits where ceramics, plates, vases were on display at the First Floor. These items are proofs that trades took place between Asian countries and those of Middle East.<br/><br/>The other floors have exhibits dealing with clothes, furnitures, etc. Special exhibits from Myanmar are also on display at this museum.<br/><br/>Tips: Visit other attractions near by such as the park, Singapore River and boat rides, Victoria Cultural Center, etc. Sit at one of the chairs located near the River. Rest and enjoy the views."
Singapore Views,"2,076",Dec 2016,December 2016,50,"Be Awed By Rare Objects of Exceptional Beauty, Magnificent Masterpieces of Talented &amp; Ingenious Craftsmanship","A visit is more meaningful when invested with an appreciation of Singapore's maritime heritage and purpose. Singapore lies between 2 oceans and is a key port in this network that rivaled the more famous Silk Route through Central Asia. Think movement of glass, wood, spices,cotton, silk, ceramics, precious stones/metals. In short, one should have an interest in the bazaar economy that defined Temasek. Do not expect artefacts from all Asian civilizations.<br/><br/>The displays are well lighted, properly presented in appropriate spaced zones. Airconditioned, serviced by lifts, clean exhibition halls, well appointed labels, attendants at hand to help and to guide. Exceptional.<br/><br/>My visit was on 2/Dec/2016... the day after Myanmar State Counsellor Aung San Suu Kyi &amp; PM Lee Hsien Loong were guests-of-honor at the opening ceremony of a 3 month exhibition of Myanmar artefacts, ""Cities &amp; Kings: Ancient Treasures from Myanmar""<br/><br/>The Myanmar exhibits were arresting. As were all the other halls.. including the Tang Shipwreck section. Exquisite jewelry, interesting details, historical background - makes for a meaningful encounter."
John67-7,220,Dec 2016,December 2016,20,"Officious, small, expensive",The exhibits are good but very limited in range and curation. Security staff are officious and unwelcoming leaving a bad taste. There's much better Buddhist art at the tooth relic and that's also alive (a working monestary) and free to enter. We went on a Friday when admission is free. At a normal $23 this place is very poor value. Avoid.
IntoTheWorldUK,179,Nov 2016,November 2016,20,Too many pots!,"We were pretty disappointed with this museum. The title promises to inform you about the history of asian civilisation, however it focuses almost entirely on history of trade. I get that it's a huge part of the foundations of Asian economy; but it's far from all of it. There are a few spatterings of religious info, but the whole thing is disjointed and you really don't come away with a view of how Asia has evolved. There's too much use of historic names of places without describing the current names which makes it very confusing to know where they're talking about. <br/><br/>It's a lovely spacious building and it's all nicely presented. But the story, structure, breadth and information is completely lacking."
FussyNSW,122,Nov 2016,November 2016,50,Our Second Visit Here,"First time we went it was to get out of the heat, the second time was because we were so impressed with the exhibits on our first visit. Travelling exhibitions mean there is always something new to see. I highly recommend for anyone interested in Asian history."
VIVODublin_Ireland,151,Nov 2016,November 2016,10,Disappointing,"After reading good reviews, this was so disappointing.  Disjointed and sorry to say it, but absolutely disappointing. NOT worth visiting."
mybeagle2003,87,Nov 2016,August 2016,40,"Award winning museum, one of the must visits!","One of the must visit museum in Singapore, along with then National Museum. This museum focuses on the influence of the countries and cultures surrounding Singapore and how it impacted this region."
vipi0017,630,Nov 2016,April 2016,40,great Exhibits,Nice gallery with some extensive great Exhibits . Not a Museum fan but was happy that I visited this place
ZacharyMarret,402,Nov 2016,June 2016,50,Superlative museum,"Large museum full of many artifacts from a wide variety of Asian cultures. The artifacts are both beautiful and historically relevant, ranging from clothes to sculptures to metalwork. It's an incredible collection, and laid out in a sensitive, informative way.<br/><br/>Highly recommended."
ambxdextrous,132,Nov 2016,September 2016,50,A place for museum geeks,Am seriously impressed by the exhibitions there were when I visited. 'Christianity in South East Asia' exhibition was spoilt with relics and artifacts. Makes you want to stay there and appreciate the beautiful works of art.
kuepper,"1,283",Nov 2016,November 2016,30,Bit overrated,A few decent special exhibitions but s lot of rest of it a bit boring. Interesting story of Magellan's right hand man.
jaytara,558,Nov 2016,November 2016,30,Going downhill,"As a Singaporean, I have visited the ACM several times. I went with some foreign guests yesterday and found the place had gone downhill. Staff are indifferent and uninformed, the exhibits on Singapore have been removed, and there is a general air of malaise about the place. You are better off going to the Peranakan and/or National Museums. <br/><br/>Even the restrooms at ACM are not maintained well.<br/><br/>Given it preeminent location, urgent renewal is required to meet Singapore's high standards."
janmichael10,575,Nov 2016,November 2016,50,Just keeps on getting better. ,"The collections this time are better than the previous years. The interior is very rustic, a fusion of postmodern and colonial era feels. The rare collections have extended to include the remnants of Tang shipwreck, including among others porceilain, gadgets, and jewelries, of course, there are around 16,000 items found. It's a bit sad that southeast asian exhibit is closed at the moment, but the rest from clothing and textile, religions and faith, and other historical nexxus are still in tact. A must see to break the monotony in a food, adventure travel."
Fahmi T,51,Nov 2016,November 2016,50,Port Cities exhibition ,"There's an exhibition on now at Asian Civilisation Museum worth visiting. It shows the old trade routes in Asia &amp; the effects on the culture the trade has brought. Peranakan or Straits born Chinese is well reflected in the exquisite kebayas. The clothes on exhibit are a stand out as well as the jewellery on display. <br/>After the exhibit, make a bee line to the gift shop where a good selection of Singaporean gifts. <br/>Next stop is the National Art Museum"
Erica C,12,Nov 2016,December 2015,30,History place,"If you like to know more about Asian, Indochina is good to visit this museum for the history on how the civilisations go through in the past century. No suit for those who doesn't like history."
Marguerita T,238,Nov 2016,September 2016,50,Well Curated Museum showcasing Asian Historic n Cultural artefacts,"One of the best museums in Singapore, spacious and well lit offering comfortable room to examine artefacts from all over Asia. Look out for special exhibitions such as this year's Christianity In Asia which showcased fascinating Christian artpieces from China to Japan, Manila to India. Just need 2-3 hours to cover the whole premises."
B809THpaull,31,Nov 2016,November 2016,40,History without the homework,"Beautiful museum...well staged, beautifully presented and air conditioned (a must in Singapore!).    The Tang Shipwreck in the permanent collection is awesome as well as the huge collection of ceramics from China and SE Asia.    A must if you like decorative arts."
Miki New,115,Nov 2016,December 2015,50,Retro mood here,"Pool a group of pals and have a night walk after a heavy dinner here, nostalgic and relaxed rare night walk here... the fresh paint coat brings out the unique colonial architectural facade.... great mood and pleasant atmosphere here."
407yingyingl,5,Nov 2016,December 2015,50,a great museum experience,loved the relics! I went during Halloween and it was so eerie. the staff even made use of the atmosphere to create special effects.
Vito G,17,Nov 2016,October 2016,50,walk through the history,A place to see how the Eastern civilizations has evolved and the influence of trade from the various other civilizations from the same era. <br/>The museum can be a bit tricky to traverse so keep those maps in handy.
kapitanchina,"1,151",Nov 2016,November 2016,50,Frequent changes in exhibition encourages repeat visits,"I have visited this museum; the latest visit was in conjunction with an invitation to attend the official opening of the exhibition on Port Cities, that brought together many artefacts from the multi-cultural emporiums of Asia (1500 - 1900), such as Batavia, Manila, Saigon, Malacca and Goa. The Tang Dynasty shipwreck at the basement is worth visiting!"
bigvicSydney,"3,665",Nov 2016,November 2016,50,Magnificent in every detail,To miss this Museum is a tragedy. We found this place by chance and there were very few visitors    What a shame.  Starting with the 60000 plates and all the other objects recovered in the last 18 years from a 9th century shipwreck near Java <br/><br/>Displayed with such good taste and imagination.  Every room in this wonderful building is fantastic <br/><br/>Don't miss it
mary h,39,Nov 2016,October 2016,50,Great tour,I was give a docent tour of two if the exhibits in the museum by 2 energetic young people.  They spoke english very proficiently and provided a lot of information on the exhibits.  Bonus it was free museum day so we did not have to pay
Keith M,43,Nov 2016,October 2016,50,Interesting Displays,A good venue to escape the heat of the day and see some really beautiful and interesting exhibits.  The recently recovered pottery from the Chinese shipwreck is wonderfully displayed
PetarDragicevic,25,Nov 2016,November 2016,50,Inspired,"A beautifully laid out museum and the cafe has awesome food, I had the Singapore curry chicken and it just may be my favourite dish. I happily spent a few hours here, many museums feel oppressive but this one totally impressive. Highly recommended."
Uday,277,Nov 2016,August 2016,50,Mesmerizing Place,This place was fantastic. The exhibitions which were there when we visited were fantastic. We spent almost 4 hours at this museum. We enjoyed this and would recommend to visit this museum.
Colin F,915,Oct 2016,October 2016,50,Fascinating,This free to enter museum is in one of Singapore's historic buildings. They have a fascinating collection of treasures with some examples of superb craftsmanship. Well laid out in a comfortable air conditioned environment.
Rallas,22,Oct 2016,August 2016,50,Nacient history in a modern setting,"Lovely museum with some very engaging exhibits.  Great staff and for a couple of very hot tourists very, very good air-conditioning.  The Tang Shipwreck exhibit is simply wonderful stuff.  The museum cafe serves some really nice food as well at a reasonable price."
SL9999,913,Oct 2016,October 2016,50,Small but beautiful,"Housed in a beautiful historic building, the museum has several galleries showcasing artifacts that help one understand different aspects of Asian history. Just as we purchased the tickets, a free tour was starting, and the docent (Mr. Xao if I have spelt it right) took us through a wonderful journey over the next hour, walking us through select galleries and explaining some of the artifacts with interesting historical information and humorous anecdotes. He was wonderful. If you can get a tour, take it, as the docents are knowledgable and eager to share that knowledge.<br/><br/>The wonderful collection of porcelain and ceramics from China and other parts of Asia is more than worth the nominal admission price for tourists (its free for residents and citizens). We also loved the ""Scholar in Chinese Culture"" gallery. The museum is not big so you can cover it fairly thoroughly in 3 - 4 hours.<br/><br/>Highly recommended for those interested in history or even those who just enjoy their museums."
glorialakwatsera,230,Oct 2016,October 2016,50,Interesting artifacts in a beautiful location,The civic district has beautiful architecture from SG's British past. this little gem of a museum has many interesting artefacts inside. Most impressive of all is the Tang Shipwreck than my children enjoyed very much.
Platinum2VA,114,Oct 2016,September 2016,50,Outstanding Museum -- Innovative Exhibition of Collection from a Shipwreck!,This museum is excellent.  We spend over 2 hours there and really enjoyed the magnificent porcelain collections.  The large exhibition of articles salvaged from an ancient shipwreck is AMAZING -- a must see.  We've never seen anything like this superb presentation.  Take the time to go to this museum if you're in Singapore for business or pleasure -- you won't be sorry!
gregh747438,10,Oct 2016,October 2016,40,A unique musuem that is well worth visiting!,"If you are interested in Singapore's history - visit the National Musuem of Singapore. If you would like to deepen your appreciation of Asian civilisation in general, then this is the museum for you.<br/><br/>The Tang shipwreck display is well presented and there is a significant amount of pottery on display though which the historical story of trade among the east and middle east is told (and how that influenced Asian civilisations over the years).<br/><br/>Allow at least half a day here but don't be surprised if time slips away..."
Charlotte G,48,Oct 2016,April 2016,40,"Lovely, but to big to do in one day","This museum is great for those wanting to know more about Asian history. It's very enjoyable, but to much information for one day. I spent two full days there, and still felt like I hadn't seen everything."
PAMELABL,17,Oct 2016,February 2016,50,An absolute must,"If you are interested in the culture, do visit this museum. And quite frankly, I can't see the point of travelling if  you don't want to learn about other cultures. I had an excellent tour here and learnt so much. I just love this museum."
wihte_sandy_beach,43,Oct 2016,August 2016,50,Interesting way to learn about history,Good and more interesting way for kids (and adults) to learn about history of Asian. Very nice place! Lots of things to see and discover.
CocoTampa123,"1,448",Oct 2016,October 2016,50,Interesting,"This is a most interesting attraction, with quite a lot of cultural information from very early days to the most recent.<br/><br/>The ship wreck display and information is something else. The nature of the information may stretch the ability of children to enjoy the attraction, but to get a taste of the broad history well worth a visit."
OlderGuy1956,"1,247",Oct 2016,October 2016,50,A wonderful tour of Asia and it civilisation,"This museum has so much to see - and all of it fascinating. If you want to understand the religion and culture of Asia (from the Indian Sub-Continent to South East Asia and China, then this is the place to come. Well set out with good, clear explanations everywhere. And all for 4 Singapore Dollars each (a concession price because we are old :) )."
740yunz,17,Oct 2016,August 2016,50,good,"sharing knowledge with your kids, and having a nice and ease afternoon.<br/>many paintings and historical things displaying"
TheEddiesduo,260,Oct 2016,September 2016,40,Loved the Tang shipwreck! ,"So it's not as comprehensive as the National Museum but it does have a wealth of interesting ancient artifices from historical Singapore and other countries. We really enjoyed the Tang shipwreck and it's presentation. Definitely worth a visit, it would probably take 1 to 1.5 hours depending on your pace and interest level."
HarpistSantaFe,205,Oct 2016,October 2016,40,Good Seleciont - favors China and the Middle East,"Large collection of articles from Singapore, Malaysia, China and the Middle East.  Fewer items, and far less impressive collection from/ other Asian countries.  Excellent signage and descriptions"
HannahPtravel,292,Oct 2016,October 2016,40,Made me realise how little I know about the area,Lots of beautiful things on display from such a wide range of civilisations. And great air conditioning too.
Ani9701,329,Oct 2016,October 2016,50,Amazing collection of Asian Culture,"Beautiful colonial building and museum,<br/>The Tang shipwreck items, mostly porcelain (around year 800)  were amazing, also very nicely displayed.<br/>The adjacent cafe PRIVE was great."
jksCNX,67,Oct 2016,October 2016,30,Beautiful Colonial Building,"We highly recommend this museum if you are interested in ceramics and textiles.  We were a little disappointed because we had expected more of an ethnographic, archaeological,  and anthropological focus."
zuppiat,244,Oct 2016,September 2016,40,Very interesting,"With an entrance fee of around 8 dollar the museum is good value for money as you can spend a couple of hours here if you take your time. The museum is focused around Singapore, but has several Asian cultures showed as well. Especially the history on religion and the shipwreck was really interesting. I found there was a significantly high amount of ceramics showcased and the third hall with Chinese ceramics I had to skip. Overall recommended!"
the_nz_halls,119,Oct 2016,September 2016,40,Tang Shipwreck was the highlight,"Lovely building and museum, although a little confusing to find your way around.  The many items from the shipwreck of around the year 830 were incredible to see. The adjacent cafe that you could access from inside the museum but based outside by the river was lovely."
Marjie781,154,Oct 2016,September 2016,50,Showcasing beauty from the past,"Here is a wonderful collection of beautiful artworks that give an insight into the talents and abilities of people who lived in the area many, many years ago. It was exciting to be able to see and admire beautiful things created so long ago.<br/>The Tang Shipwreck - the innovative and artistic display of this was in a large, light-filled area, that gave full details of the recovery of the cargo from the wreck - and displayed it in such a wonderful way."
Amirah A,106,Sep 2016,March 2016,40,Great to know more about Singapore &amp; Asia,You will learn a lot of Singapore in terms of their cultural background as well as the rest of Asia in this museum. Best to visit during the weekdays.
SiamWanderer,"1,738",Sep 2016,August 2016,40,Cool,"Yes this is an air-con environment. On a hot sunny afternoon, this is the place to be. <br/>Full of history and knowledge, exhibits in this museum are all laid out in the spacious indoors. See, read, learn, and most important of all, enjoy the cool air within the walls of this iconic historical building.<br/>Bring your children, your friends and family. Make it a meaningful outing."
serina007,35,Sep 2016,August 2016,50,Worth Visiting,"Was there during the CHRISTIANITY IN ASIA and chance on a ""private tour"" and one conducted by the museum so though it was double dose, the personality of the guide and emphasis was different. Enjoyed both!"
Sozlovesholisays,"1,745",Sep 2016,September 2016,50,Excellant and free!!!,"We just wandered past this museum and decided to pop in, well worth the visit a lovely interesting place with a Restraunt/ bar on the fifth floor with lovely view across the Padang."
I K,128,Sep 2016,April 2016,50,an unexpected history tail about a harbour city,"we went just for ome 30 minutes visit and stayed about 2 hours. It is not big but extremely modern as a prsentation concept, each Hall presenting different part of the local heritage and culture. just in the city center, nearby their Parliament.Each hall starts with a screen from which an expert museologist decribe the heritage presented in the hall in simple and understandable English"
Nathan1000,903,Sep 2016,September 2016,40,Too much to see,"I believe a couple of hours is what you should allow for most museums or art galleries, even though many probably need 5+ hours.<br/><br/>Well, 2 hours was insufficient for ACM - so much history, so many rooms (some hard to access) and a great variety of exhibits. I particularly liked some of ceramics and the few limited paintings showing Singapore in its infancy.<br/><br/>I may need to visit again when next I visit Singapore."
Theju R,24,Sep 2016,January 2016,50,History of Singapore,Lots of information about history of SG &amp; helpful staff with detailed instructions. Be there before 530PM and dedicate a day if you are a history lover. You can cover major important parts in 2-3 hrs if you are a visitor. Excellent exhibits with information mentioned.
lkkpaul,27,Sep 2016,September 2016,50,Fine collection of South East Asian civilisations artifacts.,"Well curated and displayed exhibits of artifacts from South East Asian civilisations. The permanent displays of Chinese porcelains and also artifacts from a sunken Tang era ship discovered in Indonesian waters, plus others are already worth the visit. There are also featured exhibits which are seasonal, please do visit their website for more information. For those with young children, there are activity areas for young hands and eyes to work off their extra energy."
fungalz,19,Sep 2016,August 2016,40,Singapore History,"For those who is interested in Singapore history and culture, this is the place which had good collection of Singapore history before WWII till now."
Kathirmathi V,20,Sep 2016,February 2016,50,Beautiful colonial building with amazing works of art,Great pit stop to enjoy and learn more about the asian civilisations that melded to form the Singaporean community
mayyap123,5,Sep 2016,August 2016,50,Not to be msised,very impressive museum - very interesting artefacts that give you good insight and information about the history S'por
Yvette W,31,Sep 2016,May 2016,30,Enjoyable For History Buffs,"This museum gives nice insight to all the interesting artefacts found there. I find it convenient that they have themed displays, including ancient religions, Christianity and ceramics. The staff were very polite and the surroundings were very clean, so I that this museum is worth going to... if you like history. If you're a daredevil or an adrenaline seeker, this place is not for you. Otherwise, have fun!"
Tom W,139,Sep 2016,August 2016,30,museum worth a visit,This museum give a nice overview of the history of the area. The ship wreck found in Indonesian waters is interesting to see. It had a very diverse cargo.
